Mention,Start index,End index,Title,Wikipedia link
יוסף,11,11,יוסף ברלין,https://he.wikipedia.org/wiki/יוסף ברלין
יוסף,11,11,יוסף גליקסברג,https://he.wikipedia.org/wiki/יוסף גליקסברג
יוסף,11,11,יוסף גרהרד ליבס,https://he.wikipedia.org/wiki/יוסף גרהרד ליבס
יוסף,11,11,יוסף דרנבורג,https://he.wikipedia.org/wiki/יוסף דרנבורג
יוסף,11,11,יוסף הקדוש,https://he.wikipedia.org/wiki/יוסף הקדוש
יוסף,11,11,יוסף זבדיה,https://he.wikipedia.org/wiki/יוסף זבדיה
יוסף,11,11,יוסף זוסמן,https://he.wikipedia.org/wiki/יוסף זוסמן
יוסף,11,11,יוסף זליגר,https://he.wikipedia.org/wiki/יוסף זליגר
יוסף,11,11,יוסף חריש,https://he.wikipedia.org/wiki/יוסף חריש
יוסף,11,11,יוסף כצנלסון,https://he.wikipedia.org/wiki/יוסף כצנלסון
יוסף,11,11,יוסף לפיד,https://he.wikipedia.org/wiki/יוסף לפיד
יוסף,11,11,יוסף מוקיר שבת,https://he.wikipedia.org/wiki/יוסף מוקיר שבת
יוסף,11,11,יוסף מטראני,https://he.wikipedia.org/wiki/יוסף מטראני
יוסף,11,11,יוסף מיאמפולה,https://he.wikipedia.org/wiki/יוסף מיאמפולה
יוסף,11,11,יוסף מייא,https://he.wikipedia.org/wiki/יוסף מייא
יוסף,11,11,יוסף מילוא,https://he.wikipedia.org/wiki/יוסף מילוא
יוסף,11,11,יוסף מנדלסון,https://he.wikipedia.org/wiki/יוסף מנדלסון
יוסף,11,11,יוסף משאש,https://he.wikipedia.org/wiki/יוסף משאש
יוסף,11,11,יוסף סידר,https://he.wikipedia.org/wiki/יוסף סידר
יוסף,11,11,יוסף ענבר,https://he.wikipedia.org/wiki/יוסף ענבר
יוסף,11,11,יוסף פיינברג,https://he.wikipedia.org/wiki/יוסף פיינברג
יוסף,11,11,יוסף פלאג'י,https://he.wikipedia.org/wiki/יוסף פלאג'י
יוסף,11,11,יוסף קאליש,https://he.wikipedia.org/wiki/יוסף קאליש
יוסף,11,11,יוסף קאפח,https://he.wikipedia.org/wiki/יוסף קאפח
יוסף,11,11,יוסף קייזרמן,https://he.wikipedia.org/wiki/יוסף קייזרמן
יוסף,11,11,יוסף שלזינגר,https://he.wikipedia.org/wiki/יוסף שלזינגר
יוסף,11,11,יוסף שריג,https://he.wikipedia.org/wiki/יוסף שריג
יוסף,11,11,נטע יוסף,https://he.wikipedia.org/wiki/נטע יוסף
יוסף,11,11,עובדיה יוסף,https://he.wikipedia.org/wiki/עובדיה יוסף
יחזקאל,12,12,יחזקאל,https://he.wikipedia.org/wiki/יחזקאל
יחזקאל,12,12,יחזקאל (פזמון),https://he.wikipedia.org/wiki/יחזקאל (פזמון)
יחזקאל,12,12,יחזקאל גרין,https://he.wikipedia.org/wiki/יחזקאל גרין
יחזקאל,12,12,יחזקאל הולשטוק,https://he.wikipedia.org/wiki/יחזקאל הולשטוק
יחזקאל,12,12,יחזקאל הטראגיקן,https://he.wikipedia.org/wiki/יחזקאל הטראגיקן
יחזקאל,12,12,יחזקאל הנביא,https://he.wikipedia.org/wiki/יחזקאל הנביא
יחזקאל,12,12,יחזקאל טאוב,https://he.wikipedia.org/wiki/יחזקאל טאוב
יחזקאל,12,12,יחזקאל שטיין,https://he.wikipedia.org/wiki/יחזקאל שטיין
יחזקאל,12,12,ספר יחזקאל,https://he.wikipedia.org/wiki/ספר יחזקאל
השלישי,13,13,אמריקן פאי 3,https://he.wikipedia.org/wiki/אמריקן פאי 3
השלישי,13,13,בחזרה לעתיד 3,https://he.wikipedia.org/wiki/בחזרה לעתיד 3
השלישי,13,13,בית מנחם אוסישקין (ירושלים),https://he.wikipedia.org/wiki/בית מנחם אוסישקין (ירושלים)
השלישי,13,13,דוקטור,https://he.wikipedia.org/wiki/דוקטור
השלישי,13,13,דוקטורט,https://he.wikipedia.org/wiki/דוקטורט
השלישי,13,13,הארי פוטר והאסיר מאזקבאן,https://he.wikipedia.org/wiki/הארי פוטר והאסיר מאזקבאן
השלישי,13,13,הלגיון השלישי גאליקה,https://he.wikipedia.org/wiki/הלגיון השלישי גאליקה
השלישי,13,13,הספר הלבן (1939),https://he.wikipedia.org/wiki/הספר הלבן (1939)
השלישי,13,13,הקונגרס הציוני העולמי השלישי,https://he.wikipedia.org/wiki/הקונגרס הציוני העולמי השלישי
השלישי,13,13,הקונגרס הציוני השלישי,https://he.wikipedia.org/wiki/הקונגרס הציוני השלישי
השלישי,13,13,הרובע השלישי של פריז,https://he.wikipedia.org/wiki/הרובע השלישי של פריז
השלישי,13,13,השלישי,https://he.wikipedia.org/wiki/השלישי
השלישי,13,13,השלישי (אלבום),https://he.wikipedia.org/wiki/השלישי (אלבום)
השלישי,13,13,השלישי (ספר),https://he.wikipedia.org/wiki/השלישי (ספר)
השלישי,13,13,מטוס קרב של הדור השלישי,https://he.wikipedia.org/wiki/מטוס קרב של הדור השלישי
השלישי,13,13,פעילות על-טבעית 3,https://he.wikipedia.org/wiki/פעילות על-טבעית 3
השלישי,13,13,צי האוויר השלישי (לופטוואפה),https://he.wikipedia.org/wiki/צי האוויר השלישי (לופטוואפה)
השלישי,13,13,רב כהנא (השלישי),https://he.wikipedia.org/wiki/רב כהנא (השלישי)
השלישי,13,13,רבי ירמיה (השלישי),https://he.wikipedia.org/wiki/רבי ירמיה (השלישי)
השלישי,13,13,שנות ה-30 של המאה ה-20,https://he.wikipedia.org/wiki/שנות ה-30 של המאה ה-20
השלישי,13,13,תואר שלישי,https://he.wikipedia.org/wiki/תואר שלישי
רב,14,14,אבא אריכא,https://he.wikipedia.org/wiki/אבא אריכא
רב,14,14,איסור שתיית יין לנזיר,https://he.wikipedia.org/wiki/איסור שתיית יין לנזיר
רב,14,14,מצוות פריקה,https://he.wikipedia.org/wiki/מצוות פריקה
רב,14,14,מרא דאתרא,https://he.wikipedia.org/wiki/מרא דאתרא
רב,14,14,מרדכי זילברמן (רב),https://he.wikipedia.org/wiki/מרדכי זילברמן (רב)
רב,14,14,צבר (סלנג),https://he.wikipedia.org/wiki/צבר (סלנג)
רב,14,14,רב,https://he.wikipedia.org/wiki/רב
רב,14,14,רב (אי),https://he.wikipedia.org/wiki/רב (אי)
רב,14,14,רב (אישה),https://he.wikipedia.org/wiki/רב (אישה)
רב,14,14,רב (אמורא),https://he.wikipedia.org/wiki/רב (אמורא)
רב,14,14,רב אמורא),https://he.wikipedia.org/wiki/רב אמורא)
רב,14,14,רב צבאי,https://he.wikipedia.org/wiki/רב צבאי
רב,14,14,רב שכונה,https://he.wikipedia.org/wiki/רב שכונה
רב,14,14,רבנות,https://he.wikipedia.org/wiki/רבנות
ובר,16,16,אנדרו לויד ובר,https://he.wikipedia.org/wiki/אנדרו לויד ובר
ובר,16,16,ג'וזיפ ובר,https://he.wikipedia.org/wiki/ג'וזיפ ובר
ובר,16,16,הריברט ובר,https://he.wikipedia.org/wiki/הריברט ובר
ובר,16,16,ובר,https://he.wikipedia.org/wiki/ובר
ובר,16,16,ובר (יחידת מידה),https://he.wikipedia.org/wiki/ובר (יחידת מידה)
ובר,16,16,ובר (נהר),https://he.wikipedia.org/wiki/ובר (נהר)
ובר,16,16,וולפגנג ובר,https://he.wikipedia.org/wiki/וולפגנג ובר
ובר,16,16,כריס ובר,https://he.wikipedia.org/wiki/כריס ובר
ובר,16,16,מחוז ובר,https://he.wikipedia.org/wiki/מחוז ובר
ובר,16,16,מקס ובר,https://he.wikipedia.org/wiki/מקס ובר
ובר,16,16,קארל מריה פון ובר,https://he.wikipedia.org/wiki/קארל מריה פון ובר
ובר,16,16,קרל מריה פון ובר,https://he.wikipedia.org/wiki/קרל מריה פון ובר
רבה,17,17,מדרש רבה,https://he.wikipedia.org/wiki/מדרש רבה
רבה,17,17,מרא דאתרא,https://he.wikipedia.org/wiki/מרא דאתרא
רבה,17,17,נחל רבה,https://he.wikipedia.org/wiki/נחל רבה
רבה,17,17,רב,https://he.wikipedia.org/wiki/רב
רבה,17,17,רב (אישה),https://he.wikipedia.org/wiki/רב (אישה)
רבה,17,17,רב (אשה),https://he.wikipedia.org/wiki/רב (אשה)
רבה,17,17,רב עיר,https://he.wikipedia.org/wiki/רב עיר
רבה,17,17,רב ראשי,https://he.wikipedia.org/wiki/רב ראשי
רבה,17,17,רבה,https://he.wikipedia.org/wiki/רבה
רבה,17,17,רבה (סבוראים),https://he.wikipedia.org/wiki/רבה (סבוראים)
רבה,17,17,רבה (סדרה),https://he.wikipedia.org/wiki/רבה (סדרה)
רבה,17,17,רבה בר יוסף,https://he.wikipedia.org/wiki/רבה בר יוסף
רבה,17,17,רבה בר נחמני,https://he.wikipedia.org/wiki/רבה בר נחמני
רבה,17,17,רבה בר רב הונא,https://he.wikipedia.org/wiki/רבה בר רב הונא
רבה,17,17,רבה בר רב נחמן,https://he.wikipedia.org/wiki/רבה בר רב נחמן
רבו,18,18,מרא דאתרא,https://he.wikipedia.org/wiki/מרא דאתרא
רבו,18,18,רב,https://he.wikipedia.org/wiki/רב
בבלי,19,19,אכדית,https://he.wikipedia.org/wiki/אכדית
בבלי,19,19,בבל,https://he.wikipedia.org/wiki/בבל
בבלי,19,19,בבלי,https://he.wikipedia.org/wiki/בבלי
בבלי,19,19,בבלי (שכונה),https://he.wikipedia.org/wiki/בבלי (שכונה)
בבלי,19,19,בבלים,https://he.wikipedia.org/wiki/בבלים
בבלי,19,19,בבלית,https://he.wikipedia.org/wiki/בבלית
בבלי,19,19,הלוח הבבלי,https://he.wikipedia.org/wiki/הלוח הבבלי
בבלי,19,19,התלמוד הבבלי,https://he.wikipedia.org/wiki/התלמוד הבבלי
בבלי,19,19,יהדות בבל,https://he.wikipedia.org/wiki/יהדות בבל
בבלי,19,19,מיתולוגיה בבלית,https://he.wikipedia.org/wiki/מיתולוגיה בבלית
בבלי,19,19,תלמוד בבלי,https://he.wikipedia.org/wiki/תלמוד בבלי
בבלי,19,19,תלמוד הבבלי,https://he.wikipedia.org/wiki/תלמוד הבבלי
אמורא,20,20,אמורא,https://he.wikipedia.org/wiki/אמורא
אמורא,20,20,אמוראים,https://he.wikipedia.org/wiki/אמוראים
היה,21,21,התאזרחות,https://he.wikipedia.org/wiki/התאזרחות
נחמני,22,22,רחוב נחמני,https://he.wikipedia.org/wiki/רחוב נחמני
בן,23,23,אבודים - דמויות,https://he.wikipedia.org/wiki/אבודים - דמויות
בן,23,23,אברהם אלטר פולק,https://he.wikipedia.org/wiki/אברהם אלטר פולק
בן,23,23,אבשלום,https://he.wikipedia.org/wiki/אבשלום
בן,23,23,בן,https://he.wikipedia.org/wiki/בן
בן,23,23,בן ארצי,https://he.wikipedia.org/wiki/בן ארצי
בן,23,23,בן וידר,https://he.wikipedia.org/wiki/בן וידר
בן,23,23,בן לוין,https://he.wikipedia.org/wiki/בן לוין
בן,23,23,ג'יימס פרנסיס אדוארד סטיוארט,https://he.wikipedia.org/wiki/ג'יימס פרנסיס אדוארד סטיוארט
בן,23,23,גוטפריד בן,https://he.wikipedia.org/wiki/גוטפריד בן
בן,23,23,גיל,https://he.wikipedia.org/wiki/גיל
בן,23,23,האל הבן,https://he.wikipedia.org/wiki/האל הבן
בן,23,23,זכר,https://he.wikipedia.org/wiki/זכר
בן,23,23,ישו,https://he.wikipedia.org/wiki/ישו
הדור השלישי,1,2,דור 3,https://he.wikipedia.org/wiki/דור 3
רב יהודה,5,6,יהודה בר רב שמואל,https://he.wikipedia.org/wiki/יהודה בר רב שמואל
רב יהודה,5,6,רב יהודה,https://he.wikipedia.org/wiki/רב יהודה
רב יהודה,5,6,רב יהודה בר יחזקאל,https://he.wikipedia.org/wiki/רב יהודה בר יחזקאל
יהודה בר,9,10,יהודה בר,https://he.wikipedia.org/wiki/יהודה בר
ישיבת פומבדיתא,11,12,ישיבת פומבדיתא,https://he.wikipedia.org/wiki/ישיבת פומבדיתא
רב יוסף,15,16,רב יוסף,https://he.wikipedia.org/wiki/רב יוסף
רב יוסף,15,16,רב יוסף בריה דרבא,https://he.wikipedia.org/wiki/רב יוסף בריה דרבא
רב יוסף,15,16,רב יוסף בריה דרבי יהושע בן לוי,https://he.wikipedia.org/wiki/רב יוסף בריה דרבי יהושע בן לוי
רב יוסף,15,16,רבה יוסי,https://he.wikipedia.org/wiki/רבה יוסי
ראש ישיבת,23,24,ראש ישיבה,https://he.wikipedia.org/wiki/ראש ישיבה
ראש ישיבת,23,24,ראש ישיבת,https://he.wikipedia.org/wiki/ראש ישיבת
יוסף בר,25,26,יוסף בר,https://he.wikipedia.org/wiki/יוסף בר
יהודה בר יחזקאל,10,12,יהודה בר יחזקאל,https://he.wikipedia.org/wiki/יהודה בר יחזקאל
רבה בר נחמני,13,15,רבה בר נחמני,https://he.wikipedia.org/wiki/רבה בר נחמני
