Mention,Start index,End index,Title,Wikipedia link
הראשונה,14,14,ועידת ניקיאה,https://he.wikipedia.org/wiki/ועידת ניקיאה
הראשונה,14,14,טוניקה,https://he.wikipedia.org/wiki/טוניקה
הראשונה,14,14,מלחמת אפגניסטן (ברית המועצות),https://he.wikipedia.org/wiki/מלחמת אפגניסטן (ברית המועצות)
הראשונה,14,14,מלחמת הבלקן הראשונה,https://he.wikipedia.org/wiki/מלחמת הבלקן הראשונה
הראשונה,14,14,מלחמת העולם הראשונה,https://he.wikipedia.org/wiki/מלחמת העולם הראשונה
הראשונה,14,14,מלחמת קונגו הראשונה,https://he.wikipedia.org/wiki/מלחמת קונגו הראשונה
הראשונה,14,14,ממשלת ישראל השבע עשרה,https://he.wikipedia.org/wiki/ממשלת ישראל השבע עשרה
הראשונה,14,14,משוואה ליניארית,https://he.wikipedia.org/wiki/משוואה ליניארית
דברי,15,15,דברי,https://he.wikipedia.org/wiki/דברי
דברי,15,15,דברי (קומיקס),https://he.wikipedia.org/wiki/דברי (קומיקס)
ר,16,16,בל יראה,https://he.wikipedia.org/wiki/בל יראה
ר,16,16,דפנה איכילוב,https://he.wikipedia.org/wiki/דפנה איכילוב
ר,16,16,טיסה,https://he.wikipedia.org/wiki/טיסה
ר,16,16,יודורה ולטי,https://he.wikipedia.org/wiki/יודורה ולטי
ר,16,16,משקפיים,https://he.wikipedia.org/wiki/משקפיים
ר,16,16,ר,https://he.wikipedia.org/wiki/ר
ר,16,16,רא,https://he.wikipedia.org/wiki/רא
ר,16,16,רונית שני,https://he.wikipedia.org/wiki/רונית שני
אליעזר,17,17,אליעזר,https://he.wikipedia.org/wiki/אליעזר
אליעזר,17,17,אליעזר (בן משה),https://he.wikipedia.org/wiki/אליעזר (בן משה)
אליעזר,17,17,אליעזר ארנסטר,https://he.wikipedia.org/wiki/אליעזר ארנסטר
אליעזר,17,17,אליעזר בן הורקנוס,https://he.wikipedia.org/wiki/אליעזר בן הורקנוס
אליעזר,17,17,אליעזר בן-יהודה,https://he.wikipedia.org/wiki/אליעזר בן-יהודה
אליעזר,17,17,אליעזר ברודסקי,https://he.wikipedia.org/wiki/אליעזר ברודסקי
אליעזר,17,17,אליעזר גולדשמידט,https://he.wikipedia.org/wiki/אליעזר גולדשמידט
אליעזר,17,17,אליעזר הגר,https://he.wikipedia.org/wiki/אליעזר הגר
אליעזר,17,17,אליעזר הגר (דמשק אליעזר),https://he.wikipedia.org/wiki/אליעזר הגר (דמשק אליעזר)
אליעזר,17,17,אליעזר הורוביץ,https://he.wikipedia.org/wiki/אליעזר הורוביץ
אליעזר,17,17,אליעזר ילין,https://he.wikipedia.org/wiki/אליעזר ילין
אליעזר,17,17,אליעזר יעקבזון,https://he.wikipedia.org/wiki/אליעזר יעקבזון
אליעזר,17,17,אליעזר כהנמן,https://he.wikipedia.org/wiki/אליעזר כהנמן
אליעזר,17,17,אליעזר לופיאן,https://he.wikipedia.org/wiki/אליעזר לופיאן
אליעזר,17,17,אליעזר מזרחי,https://he.wikipedia.org/wiki/אליעזר מזרחי
אליעזר,17,17,אליעזר עבד אברהם,https://he.wikipedia.org/wiki/אליעזר עבד אברהם
אליעזר,17,17,אליעזר פרנקל,https://he.wikipedia.org/wiki/אליעזר פרנקל
אליעזר,17,17,אליעזר רחמילביץ,https://he.wikipedia.org/wiki/אליעזר רחמילביץ
אליעזר,17,17,אליעזר שושני,https://he.wikipedia.org/wiki/אליעזר שושני
אליעזר,17,17,אלעזר הכהן,https://he.wikipedia.org/wiki/אלעזר הכהן
עד,20,20,ד (בית כנסת),https://he.wikipedia.org/wiki/ד (בית כנסת)
עד,20,20,עד,https://he.wikipedia.org/wiki/עד
עד,20,20,עד (מתמטיקה),https://he.wikipedia.org/wiki/עד (מתמטיקה)
עד,20,20,עדות,https://he.wikipedia.org/wiki/עדות
עד,20,20,עדות (הלכה),https://he.wikipedia.org/wiki/עדות (הלכה)
חצות,21,21,חצות,https://he.wikipedia.org/wiki/חצות
חצות,21,21,חצות (אלבום),https://he.wikipedia.org/wiki/חצות (אלבום)
חצות,21,21,חצות (הלכה),https://he.wikipedia.org/wiki/חצות (הלכה)
חצות,21,21,חצות (להקה),https://he.wikipedia.org/wiki/חצות (להקה)
חצות,21,21,חצות היום (הלכה),https://he.wikipedia.org/wiki/חצות היום (הלכה)
רבן,22,22,מרא דאתרא,https://he.wikipedia.org/wiki/מרא דאתרא
רבן,22,22,תארים רבניים,https://he.wikipedia.org/wiki/תארים רבניים
גמליאל,23,23,גילה גמליאל,https://he.wikipedia.org/wiki/גילה גמליאל
גמליאל,23,23,גמליאל,https://he.wikipedia.org/wiki/גמליאל
גמליאל,23,23,גמליאל בן פדהצור,https://he.wikipedia.org/wiki/גמליאל בן פדהצור
גמליאל,23,23,גמליאל בן רבי,https://he.wikipedia.org/wiki/גמליאל בן רבי
גמליאל,23,23,גמליאל רבינוביץ,https://he.wikipedia.org/wiki/גמליאל רבינוביץ
גמליאל,23,23,רבן גמליאל הזקן,https://he.wikipedia.org/wiki/רבן גמליאל הזקן
אומר,24,24,אומר,https://he.wikipedia.org/wiki/אומר
אומר,24,24,אומר לברונה,https://he.wikipedia.org/wiki/אומר לברונה
עד,25,25,ד (בית כנסת),https://he.wikipedia.org/wiki/ד (בית כנסת)
עד,25,25,עד,https://he.wikipedia.org/wiki/עד
עד,25,25,עד (מתמטיקה),https://he.wikipedia.org/wiki/עד (מתמטיקה)
עד,25,25,עדות,https://he.wikipedia.org/wiki/עדות
עד,25,25,עדות (הלכה),https://he.wikipedia.org/wiki/עדות (הלכה)
עמוד,27,27,מערת עמוד,https://he.wikipedia.org/wiki/מערת עמוד
עמוד,27,27,עמוד,https://he.wikipedia.org/wiki/עמוד
עמוד,27,27,עמוד (חזן),https://he.wikipedia.org/wiki/עמוד (חזן)
עמוד,27,27,עמוד (ספר),https://he.wikipedia.org/wiki/עמוד (ספר)
עמוד,27,27,עמודי אבן טבעיים כמובן,https://he.wikipedia.org/wiki/עמודי אבן טבעיים כמובן
השחר,28,28,השחר,https://he.wikipedia.org/wiki/השחר
השחר,28,28,השחר (אגודה ציונית),https://he.wikipedia.org/wiki/השחר (אגודה ציונית)
השחר,28,28,מחלקת השחר,https://he.wikipedia.org/wiki/מחלקת השחר
מעשה,29,29,אגדה (יהדות),https://he.wikipedia.org/wiki/אגדה (יהדות)
מעשה,29,29,אלימות במשפחה,https://he.wikipedia.org/wiki/אלימות במשפחה
מעשה,29,29,מעשה,https://he.wikipedia.org/wiki/מעשה
בניו,31,31,בן,https://he.wikipedia.org/wiki/בן
בניו,31,31,בני נוח,https://he.wikipedia.org/wiki/בני נוח
בניו,31,31,האחים מאיר,https://he.wikipedia.org/wiki/האחים מאיר
בניו,31,31,עם ישראל,https://he.wikipedia.org/wiki/עם ישראל
בניו,31,31,עשרת בני המן,https://he.wikipedia.org/wiki/עשרת בני המן
מבית,32,32,מבית,https://he.wikipedia.org/wiki/מבית
המשתה,33,33,המשתה,https://he.wikipedia.org/wiki/המשתה
המשתה,33,33,המשתה (דיאלוג אפלטוני),https://he.wikipedia.org/wiki/המשתה (דיאלוג אפלטוני)
המשתה,33,33,המשתה (סרט),https://he.wikipedia.org/wiki/המשתה (סרט)
המשתה,33,33,המשתה (קסנופון),https://he.wikipedia.org/wiki/המשתה (קסנופון)
אמרו,34,34,אמרו,https://he.wikipedia.org/wiki/אמרו
אמרו,34,34,הנפה המיוחדת של אמרו,https://he.wikipedia.org/wiki/הנפה המיוחדת של אמרו
לו,35,35,איסור לשאול בבעל אוב,https://he.wikipedia.org/wiki/איסור לשאול בבעל אוב
לו,35,35,לו,https://he.wikipedia.org/wiki/לו
לו,35,35,לו (מדינה),https://he.wikipedia.org/wiki/לו (מדינה)
לו,35,35,לו (רוח),https://he.wikipedia.org/wiki/לו (רוח)
לו,35,35,משמרות כהונה,https://he.wikipedia.org/wiki/משמרות כהונה
לו,35,35,שרלוק הולמס,https://he.wikipedia.org/wiki/שרלוק הולמס
לא,36,36,בנימין זאב הרצל,https://he.wikipedia.org/wiki/בנימין זאב הרצל
לא,36,36,חומות של תקווה,https://he.wikipedia.org/wiki/חומות של תקווה
לא,36,36,טעות,https://he.wikipedia.org/wiki/טעות
לא,36,36,לא,https://he.wikipedia.org/wiki/לא
לא,36,36,לא (לוגיקה),https://he.wikipedia.org/wiki/לא (לוגיקה)
לא,36,36,לא (סרט קולנוע),https://he.wikipedia.org/wiki/לא (סרט קולנוע)
לא,36,36,שילוח טמאים,https://he.wikipedia.org/wiki/שילוח טמאים
לא,36,36,שקר,https://he.wikipedia.org/wiki/שקר
את,38,38,את,https://he.wikipedia.org/wiki/את
את,38,38,את (כלי),https://he.wikipedia.org/wiki/את (כלי)
את,38,38,את (כתב את),https://he.wikipedia.org/wiki/את (כתב את)
את,38,38,את (כתב עת),https://he.wikipedia.org/wiki/את (כתב עת)
את,38,38,את (מילת יחס),https://he.wikipedia.org/wiki/את (מילת יחס)
את,38,38,את כולכם לרבע שעה,https://he.wikipedia.org/wiki/את כולכם לרבע שעה
שמע,39,39,הקלטה דיגיטלית,https://he.wikipedia.org/wiki/הקלטה דיגיטלית
שמע,39,39,מערכת השמיעה,https://he.wikipedia.org/wiki/מערכת השמיעה
שמע,39,39,מערכת שמע,https://he.wikipedia.org/wiki/מערכת שמע
שמע,39,39,ספר מוקלט,https://he.wikipedia.org/wiki/ספר מוקלט
שמע,39,39,קול,https://he.wikipedia.org/wiki/קול
שמע,39,39,קלטת שמע,https://he.wikipedia.org/wiki/קלטת שמע
שמע,39,39,קריאת שמע,https://he.wikipedia.org/wiki/קריאת שמע
שמע,39,39,שמיעה,https://he.wikipedia.org/wiki/שמיעה
שמע,39,39,שמע,https://he.wikipedia.org/wiki/שמע
שמע,39,39,שמע ישראל,https://he.wikipedia.org/wiki/שמע ישראל
שמע,39,39,תדרי שמע,https://he.wikipedia.org/wiki/תדרי שמע
שמע,39,39,תחום השמע,https://he.wikipedia.org/wiki/תחום השמע
אמר,40,40,אהרן אמר,https://he.wikipedia.org/wiki/אהרן אמר
אמר,40,40,אמפר (נהר),https://he.wikipedia.org/wiki/אמפר (נהר)
אמר,40,40,אמר,https://he.wikipedia.org/wiki/אמר
אמר,40,40,אמר (ספרד),https://he.wikipedia.org/wiki/אמר (ספרד)
אמר,40,40,אמר (עיתון),https://he.wikipedia.org/wiki/אמר (עיתון)
אמר,40,40,אמר (קטלוניה),https://he.wikipedia.org/wiki/אמר (קטלוניה)
אמר,40,40,דיבור,https://he.wikipedia.org/wiki/דיבור
אם,42,42,אימא,https://he.wikipedia.org/wiki/אימא
אם,42,42,אם,https://he.wikipedia.org/wiki/אם
אם,42,42,אם (משפחה),https://he.wikipedia.org/wiki/אם (משפחה)
אם,42,42,אם (קומיקס),https://he.wikipedia.org/wiki/אם (קומיקס)
אם,42,42,אם (שיר),https://he.wikipedia.org/wiki/אם (שיר)
אם,42,42,אם-אז,https://he.wikipedia.org/wiki/אם-אז
אם,42,42,אמא,https://he.wikipedia.org/wiki/אמא
אם,42,42,הוכחה בדרך השלילה,https://he.wikipedia.org/wiki/הוכחה בדרך השלילה
אם,42,42,הורות,https://he.wikipedia.org/wiki/הורות
אם,42,42,ז'ול אם,https://he.wikipedia.org/wiki/ז'ול אם
אם,42,42,רובין סקוט,https://he.wikipedia.org/wiki/רובין סקוט
לא,43,43,בנימין זאב הרצל,https://he.wikipedia.org/wiki/בנימין זאב הרצל
לא,43,43,חומות של תקווה,https://he.wikipedia.org/wiki/חומות של תקווה
לא,43,43,טעות,https://he.wikipedia.org/wiki/טעות
לא,43,43,לא,https://he.wikipedia.org/wiki/לא
לא,43,43,לא (לוגיקה),https://he.wikipedia.org/wiki/לא (לוגיקה)
לא,43,43,לא (סרט קולנוע),https://he.wikipedia.org/wiki/לא (סרט קולנוע)
לא,43,43,שילוח טמאים,https://he.wikipedia.org/wiki/שילוח טמאים
לא,43,43,שקר,https://he.wikipedia.org/wiki/שקר
עלה,44,44, עלייה לארץ ישראל,https://he.wikipedia.org/wiki/ עלייה לארץ ישראל
עלה,44,44,העלייה ההמונית,https://he.wikipedia.org/wiki/העלייה ההמונית
עלה,44,44,העלייה החמישית,https://he.wikipedia.org/wiki/העלייה החמישית
עלה,44,44,העלייה הראשונה,https://he.wikipedia.org/wiki/העלייה הראשונה
עלה,44,44,העלייה הרביעית,https://he.wikipedia.org/wiki/העלייה הרביעית
עלה,44,44,העלייה השלישית,https://he.wikipedia.org/wiki/העלייה השלישית
עלה,44,44,העלייה השנייה,https://he.wikipedia.org/wiki/העלייה השנייה
עלה,44,44,העלייה מברית המועצות בשנות השבעים,https://he.wikipedia.org/wiki/העלייה מברית המועצות בשנות השבעים
עלה,44,44,העלייה מברית המועצות לשעבר בשנות ה-90,https://he.wikipedia.org/wiki/העלייה מברית המועצות לשעבר בשנות ה-90
עלה,44,44,העלייה מברית המועצות לשעבר בשנות התשעים,https://he.wikipedia.org/wiki/העלייה מברית המועצות לשעבר בשנות התשעים
עלה,44,44,העלייה מגרמניה,https://he.wikipedia.org/wiki/העלייה מגרמניה
עלה,44,44,העלייה ממרוקו,https://he.wikipedia.org/wiki/העלייה ממרוקו
עלה,44,44,העפלה,https://he.wikipedia.org/wiki/העפלה
עלה,44,44,עולה חדש,https://he.wikipedia.org/wiki/עולה חדש
עלה,44,44,עולים,https://he.wikipedia.org/wiki/עולים
עלה,44,44,עלה,https://he.wikipedia.org/wiki/עלה
עלה,44,44,עלה (ארגון),https://he.wikipedia.org/wiki/עלה (ארגון)
עלה,44,44,עלה (כלי נשיפה),https://he.wikipedia.org/wiki/עלה (כלי נשיפה)
עלה,44,44,עלה (מוזיקה),https://he.wikipedia.org/wiki/עלה (מוזיקה)
עלה,44,44,עלה (עמותה),https://he.wikipedia.org/wiki/עלה (עמותה)
עלה,44,44,עלה לישראל,https://he.wikipedia.org/wiki/עלה לישראל
עלה,44,44,עליה,https://he.wikipedia.org/wiki/עליה
עלה,44,44,עליה לארץ ישראל,https://he.wikipedia.org/wiki/עליה לארץ ישראל
עלה,44,44,עליה לישראל,https://he.wikipedia.org/wiki/עליה לישראל
עלה,44,44,עליות לאחר קום המדינה,https://he.wikipedia.org/wiki/עליות לאחר קום המדינה
עלה,44,44,עליות לארץ ישראל,https://he.wikipedia.org/wiki/עליות לארץ ישראל
עלה,44,44,עלייה,https://he.wikipedia.org/wiki/עלייה
עלה,44,44,עלייה חמישית,https://he.wikipedia.org/wiki/עלייה חמישית
עלה,44,44,עלייה לארץ,https://he.wikipedia.org/wiki/עלייה לארץ
עלה,44,44,עלייה לארץ ישראל,https://he.wikipedia.org/wiki/עלייה לארץ ישראל
עלה,44,44,עלייה לישראל,https://he.wikipedia.org/wiki/עלייה לישראל
עלה,44,44,עלייה לרגל,https://he.wikipedia.org/wiki/עלייה לרגל
עלה,44,44,עלייה ראשונה,https://he.wikipedia.org/wiki/עלייה ראשונה
עלה,44,44,עלייה רביעית,https://he.wikipedia.org/wiki/עלייה רביעית
עלה,44,44,עליית גומולקה,https://he.wikipedia.org/wiki/עליית גומולקה
עמוד,45,45,מערת עמוד,https://he.wikipedia.org/wiki/מערת עמוד
עמוד,45,45,עמוד,https://he.wikipedia.org/wiki/עמוד
עמוד,45,45,עמוד (חזן),https://he.wikipedia.org/wiki/עמוד (חזן)
עמוד,45,45,עמוד (ספר),https://he.wikipedia.org/wiki/עמוד (ספר)
עמוד,45,45,עמודי אבן טבעיים כמובן,https://he.wikipedia.org/wiki/עמודי אבן טבעיים כמובן
השחר,46,46,השחר,https://he.wikipedia.org/wiki/השחר
השחר,46,46,השחר (אגודה ציונית),https://he.wikipedia.org/wiki/השחר (אגודה ציונית)
השחר,46,46,מחלקת השחר,https://he.wikipedia.org/wiki/מחלקת השחר
אתם,48,48,מטאפיזיקה,https://he.wikipedia.org/wiki/מטאפיזיקה
לקרות,49,49,קורה (מבנה),https://he.wikipedia.org/wiki/קורה (מבנה)
לקרות,49,49,תקרה,https://he.wikipedia.org/wiki/תקרה
ולא,50,50,ולאר,https://he.wikipedia.org/wiki/ולאר
זו,51,51,אישה,https://he.wikipedia.org/wiki/אישה
זו,51,51,הפרעת קשב וריכוז,https://he.wikipedia.org/wiki/הפרעת קשב וריכוז
זו,51,51,מחוז זו,https://he.wikipedia.org/wiki/מחוז זו
זו,51,51,עמליה זיו,https://he.wikipedia.org/wiki/עמליה זיו
זו,51,51,צפע ארצישראלי,https://he.wikipedia.org/wiki/צפע ארצישראלי
זו,51,51,קישור לעריכה,https://he.wikipedia.org/wiki/קישור לעריכה
בלבד,52,52,אנדמי,https://he.wikipedia.org/wiki/אנדמי
אמרו,53,53,אמרו,https://he.wikipedia.org/wiki/אמרו
אמרו,53,53,הנפה המיוחדת של אמרו,https://he.wikipedia.org/wiki/הנפה המיוחדת של אמרו
כל,55,55,הכללה,https://he.wikipedia.org/wiki/הכללה
כל,55,55,כמת,https://he.wikipedia.org/wiki/כמת
כל,55,55,סטנלי פישר,https://he.wikipedia.org/wiki/סטנלי פישר
מה,56,56,בורובודור,https://he.wikipedia.org/wiki/בורובודור
מה,56,56,האיגרת הראשונה אל טימותיוס,https://he.wikipedia.org/wiki/האיגרת הראשונה אל טימותיוס
מה,56,56,לא תתגודדו,https://he.wikipedia.org/wiki/לא תתגודדו
מה,56,56,מה,https://he.wikipedia.org/wiki/מה
מה,56,56,מייקל לואיס (דוגמן),https://he.wikipedia.org/wiki/מייקל לואיס (דוגמן)
חכמים,58,58,אמוראים,https://he.wikipedia.org/wiki/אמוראים
חכמים,58,58,בינה מלאכותית,https://he.wikipedia.org/wiki/בינה מלאכותית
חכמים,58,58,דרבנן,https://he.wikipedia.org/wiki/דרבנן
חכמים,58,58,חוכמה,https://he.wikipedia.org/wiki/חוכמה
חכמים,58,58,חכם,https://he.wikipedia.org/wiki/חכם
חכמים,58,58,חכמי ישראל,https://he.wikipedia.org/wiki/חכמי ישראל
חכמים,58,58,חכמים,https://he.wikipedia.org/wiki/חכמים
חכמים,58,58,טלפון חכם,https://he.wikipedia.org/wiki/טלפון חכם
חכמים,58,58,סכולסטיקה,https://he.wikipedia.org/wiki/סכולסטיקה
חכמים,58,58,סנהדרין,https://he.wikipedia.org/wiki/סנהדרין
חכמים,58,58,תלמיד חכם,https://he.wikipedia.org/wiki/תלמיד חכם
חכמים,58,58,תנא קמא,https://he.wikipedia.org/wiki/תנא קמא
חכמים,58,58,תנאים,https://he.wikipedia.org/wiki/תנאים
חכמים,58,58,תקנת חכמים,https://he.wikipedia.org/wiki/תקנת חכמים
עד,59,59,ד (בית כנסת),https://he.wikipedia.org/wiki/ד (בית כנסת)
עד,59,59,עד,https://he.wikipedia.org/wiki/עד
עד,59,59,עד (מתמטיקה),https://he.wikipedia.org/wiki/עד (מתמטיקה)
עד,59,59,עדות,https://he.wikipedia.org/wiki/עדות
עד,59,59,עדות (הלכה),https://he.wikipedia.org/wiki/עדות (הלכה)
חצות,60,60,חצות,https://he.wikipedia.org/wiki/חצות
חצות,60,60,חצות (אלבום),https://he.wikipedia.org/wiki/חצות (אלבום)
חצות,60,60,חצות (הלכה),https://he.wikipedia.org/wiki/חצות (הלכה)
חצות,60,60,חצות (להקה),https://he.wikipedia.org/wiki/חצות (להקה)
חצות,60,60,חצות היום (הלכה),https://he.wikipedia.org/wiki/חצות היום (הלכה)
עד,62,62,ד (בית כנסת),https://he.wikipedia.org/wiki/ד (בית כנסת)
עד,62,62,עד,https://he.wikipedia.org/wiki/עד
עד,62,62,עד (מתמטיקה),https://he.wikipedia.org/wiki/עד (מתמטיקה)
עד,62,62,עדות,https://he.wikipedia.org/wiki/עדות
עד,62,62,עדות (הלכה),https://he.wikipedia.org/wiki/עדות (הלכה)
עמוד,64,64,מערת עמוד,https://he.wikipedia.org/wiki/מערת עמוד
עמוד,64,64,עמוד,https://he.wikipedia.org/wiki/עמוד
עמוד,64,64,עמוד (חזן),https://he.wikipedia.org/wiki/עמוד (חזן)
עמוד,64,64,עמוד (ספר),https://he.wikipedia.org/wiki/עמוד (ספר)
עמוד,64,64,עמודי אבן טבעיים כמובן,https://he.wikipedia.org/wiki/עמודי אבן טבעיים כמובן
השחר,65,65,השחר,https://he.wikipedia.org/wiki/השחר
השחר,65,65,השחר (אגודה ציונית),https://he.wikipedia.org/wiki/השחר (אגודה ציונית)
השחר,65,65,מחלקת השחר,https://he.wikipedia.org/wiki/מחלקת השחר
הקטר,66,66,הקטאר,https://he.wikipedia.org/wiki/הקטאר
הקטר,66,66,הקטר,https://he.wikipedia.org/wiki/הקטר
חלבים,67,67,חלב (עיר),https://he.wikipedia.org/wiki/חלב (עיר)
חלבים,67,67,חלב (שומן),https://he.wikipedia.org/wiki/חלב (שומן)
חלבים,67,67,יהדות סוריה,https://he.wikipedia.org/wiki/יהדות סוריה
עד,70,70,ד (בית כנסת),https://he.wikipedia.org/wiki/ד (בית כנסת)
עד,70,70,עד,https://he.wikipedia.org/wiki/עד
עד,70,70,עד (מתמטיקה),https://he.wikipedia.org/wiki/עד (מתמטיקה)
עד,70,70,עדות,https://he.wikipedia.org/wiki/עדות
עד,70,70,עדות (הלכה),https://he.wikipedia.org/wiki/עדות (הלכה)
עמוד,72,72,מערת עמוד,https://he.wikipedia.org/wiki/מערת עמוד
עמוד,72,72,עמוד,https://he.wikipedia.org/wiki/עמוד
